id,actual,pred
81,silky_terrier,silky_terrier
82,silky_terrier,silky_terrier
83,silky_terrier,silky_terrier
84,silky_terrier,silky_terrier
85,silky_terrier,silky_terrier
86,silky_terrier,silky_terrier
87,silky_terrier,silky_terrier
88,silky_terrier,silky_terrier
89,silky_terrier,silky_terrier
90,silky_terrier,silky_terrier
91,silky_terrier,silky_terrier
92,silky_terrier,silky_terrier
93,silky_terrier,brabancon_griffon
94,silky_terrier,silky_terrier
95,silky_terrier,silky_terrier
96,silky_terrier,silky_terrier
97,silky_terrier,silky_terrier
98,silky_terrier,west_highland_white_terrier
99,silky_terrier,silky_terrier
100,silky_terrier,silky_terrier
101,silky_terrier,silky_terrier
102,silky_terrier,silky_terrier
103,silky_terrier,silky_terrier
104,silky_terrier,silky_terrier
105,silky_terrier,silky_terrier
106,silky_terrier,silky_terrier
107,silky_terrier,silky_terrier
108,silky_terrier,silky_terrier
109,silky_terrier,silky_terrier
110,silky_terrier,silky_terrier
111,silky_terrier,cairn
112,silky_terrier,miniature_schnauzer
113,silky_terrier,silky_terrier
114,silky_terrier,silky_terrier
115,silky_terrier,silky_terrier
116,silky_terrier,silky_terrier
117,silky_terrier,silky_terrier
118,silky_terrier,norfolk_terrier
119,silky_terrier,silky_terrier
120,silky_terrier,silky_terrier
121,silky_terrier,silky_terrier
122,silky_terrier,silky_terrier
123,silky_terrier,silky_terrier
124,silky_terrier,silky_terrier
125,silky_terrier,silky_terrier
126,silky_terrier,silky_terrier
127,silky_terrier,silky_terrier
128,silky_terrier,silky_terrier
129,silky_terrier,cairn
130,silky_terrier,silky_terrier
131,silky_terrier,australian_terrier
132,silky_terrier,silky_terrier
133,silky_terrier,australian_terrier
134,silky_terrier,silky_terrier
135,silky_terrier,silky_terrier
136,silky_terrier,silky_terrier
137,silky_terrier,australian_terrier
138,silky_terrier,silky_terrier
139,silky_terrier,australian_terrier
140,silky_terrier,silky_terrier
141,silky_terrier,silky_terrier
142,silky_terrier,silky_terrier
143,silky_terrier,silky_terrier
144,silky_terrier,silky_terrier
145,silky_terrier,silky_terrier
146,silky_terrier,silky_terrier
147,silky_terrier,silky_terrier
148,silky_terrier,australian_terrier
149,silky_terrier,silky_terrier
150,silky_terrier,silky_terrier
151,silky_terrier,silky_terrier
152,silky_terrier,silky_terrier
153,silky_terrier,silky_terrier
154,silky_terrier,silky_terrier
155,silky_terrier,silky_terrier
156,silky_terrier,silky_terrier
157,silky_terrier,norfolk_terrier
158,silky_terrier,tibetan_terrier
159,silky_terrier,silky_terrier
160,silky_terrier,silky_terrier
161,silky_terrier,silky_terrier
162,silky_terrier,cairn
163,silky_terrier,silky_terrier
164,silky_terrier,silky_terrier
165,silky_terrier,silky_terrier
166,silky_terrier,australian_terrier
167,silky_terrier,yorkshire_terrier
168,silky_terrier,yorkshire_terrier
169,silky_terrier,silky_terrier
170,silky_terrier,silky_terrier
171,silky_terrier,silky_terrier
172,silky_terrier,silky_terrier
173,silky_terrier,silky_terrier
174,silky_terrier,silky_terrier
175,silky_terrier,silky_terrier
176,silky_terrier,silky_terrier
177,silky_terrier,affenpinscher
178,silky_terrier,silky_terrier
179,silky_terrier,australian_terrier
180,silky_terrier,norfolk_terrier
181,silky_terrier,silky_terrier
182,silky_terrier,silky_terrier
183,scottish_deerhound,scottish_deerhound
184,scottish_deerhound,irish_wolfhound
185,scottish_deerhound,irish_wolfhound
186,scottish_deerhound,scottish_deerhound
187,scottish_deerhound,scottish_deerhound
188,scottish_deerhound,scottish_deerhound
189,scottish_deerhound,scottish_deerhound
190,scottish_deerhound,scottish_deerhound
191,scottish_deerhound,scottish_deerhound
192,scottish_deerhound,scottish_deerhound
193,scottish_deerhound,scottish_deerhound
194,scottish_deerhound,scottish_deerhound
195,scottish_deerhound,scottish_deerhound
196,scottish_deerhound,scottish_deerhound
197,scottish_deerhound,scottish_deerhound
198,scottish_deerhound,scottish_deerhound
199,scottish_deerhound,scottish_deerhound
200,scottish_deerhound,scottish_deerhound
201,scottish_deerhound,scottish_deerhound
202,scottish_deerhound,scottish_deerhound
203,scottish_deerhound,scottish_deerhound
204,scottish_deerhound,scottish_deerhound
205,scottish_deerhound,scottish_deerhound
206,scottish_deerhound,scottish_deerhound
207,scottish_deerhound,scottish_deerhound
208,scottish_deerhound,irish_terrier
209,scottish_deerhound,irish_wolfhound
210,scottish_deerhound,scottish_deerhound
211,scottish_deerhound,scottish_deerhound
212,scottish_deerhound,scottish_deerhound
213,scottish_deerhound,scottish_deerhound
214,scottish_deerhound,scottish_deerhound
215,scottish_deerhound,scottish_deerhound
216,scottish_deerhound,scottish_deerhound
217,scottish_deerhound,scottish_deerhound
218,scottish_deerhound,scottish_deerhound
219,scottish_deerhound,scottish_deerhound
220,scottish_deerhound,scottish_deerhound
221,scottish_deerhound,scottish_deerhound
222,scottish_deerhound,scottish_deerhound
223,scottish_deerhound,scottish_deerhound
224,scottish_deerhound,scottish_deerhound
225,scottish_deerhound,scottish_deerhound
226,scottish_deerhound,scottish_deerhound
227,scottish_deerhound,scottish_deerhound
228,scottish_deerhound,scottish_deerhound
229,scottish_deerhound,irish_wolfhound
230,scottish_deerhound,scottish_deerhound
231,scottish_deerhound,scottish_deerhound
232,scottish_deerhound,scottish_deerhound
233,scottish_deerhound,irish_wolfhound
234,scottish_deerhound,scottish_deerhound
235,scottish_deerhound,scottish_deerhound
236,scottish_deerhound,scottish_deerhound
237,scottish_deerhound,irish_wolfhound
238,scottish_deerhound,scottish_deerhound
239,scottish_deerhound,scottish_deerhound
240,scottish_deerhound,scottish_deerhound
241,scottish_deerhound,scottish_deerhound
242,scottish_deerhound,scottish_deerhound
243,scottish_deerhound,irish_wolfhound
244,scottish_deerhound,scottish_deerhound
245,scottish_deerhound,scottish_deerhound
246,scottish_deerhound,scottish_deerhound
247,scottish_deerhound,irish_wolfhound
248,scottish_deerhound,scottish_deerhound
249,scottish_deerhound,scottish_deerhound
250,scottish_deerhound,irish_wolfhound
251,scottish_deerhound,irish_wolfhound
252,scottish_deerhound,scottish_deerhound
253,scottish_deerhound,irish_wolfhound
254,scottish_deerhound,scottish_deerhound
255,scottish_deerhound,scottish_deerhound
256,scottish_deerhound,scottish_deerhound
257,scottish_deerhound,irish_wolfhound
258,scottish_deerhound,scottish_deerhound
259,scottish_deerhound,scottish_deerhound
260,scottish_deerhound,scottish_deerhound
261,scottish_deerhound,scottish_deerhound
262,scottish_deerhound,irish_wolfhound
263,scottish_deerhound,scottish_deerhound
264,scottish_deerhound,scottish_deerhound
265,scottish_deerhound,scottish_deerhound
266,scottish_deerhound,scottish_deerhound
267,scottish_deerhound,scottish_deerhound
268,scottish_deerhound,scottish_deerhound
269,scottish_deerhound,doberman
270,scottish_deerhound,scottish_deerhound
271,scottish_deerhound,scottish_deerhound
272,scottish_deerhound,scottish_deerhound
273,scottish_deerhound,scottish_deerhound
274,scottish_deerhound,scottish_deerhound
275,scottish_deerhound,scottish_deerhound
276,scottish_deerhound,irish_wolfhound
277,scottish_deerhound,scottish_deerhound
278,scottish_deerhound,scottish_deerhound
279,scottish_deerhound,scottish_deerhound
280,scottish_deerhound,irish_wolfhound
281,scottish_deerhound,scottish_deerhound
282,scottish_deerhound,scottish_deerhound
283,scottish_deerhound,scottish_deerhound
284,scottish_deerhound,scottish_deerhound
285,scottish_deerhound,scottish_deerhound
286,scottish_deerhound,scottish_deerhound
287,scottish_deerhound,scottish_deerhound
288,scottish_deerhound,scottish_deerhound
289,scottish_deerhound,scottish_deerhound
290,scottish_deerhound,scottish_deerhound
291,scottish_deerhound,scottish_deerhound
292,scottish_deerhound,scottish_deerhound
293,scottish_deerhound,scottish_deerhound
294,scottish_deerhound,scottish_deerhound
295,scottish_deerhound,irish_terrier
296,scottish_deerhound,scottish_deerhound
297,scottish_deerhound,scottish_deerhound
298,scottish_deerhound,scottish_deerhound
299,scottish_deerhound,scottish_deerhound
300,scottish_deerhound,scottish_deerhound
301,scottish_deerhound,scottish_deerhound
302,scottish_deerhound,scottish_deerhound
303,scottish_deerhound,scottish_deerhound
304,scottish_deerhound,scottish_deerhound
305,scottish_deerhound,scottish_deerhound
306,scottish_deerhound,scottish_deerhound
307,scottish_deerhound,scottish_deerhound
308,scottish_deerhound,scottish_deerhound
309,scottish_deerhound,irish_wolfhound
310,scottish_deerhound,scottish_deerhound
311,scottish_deerhound,scottish_deerhound
312,scottish_deerhound,scottish_deerhound
313,scottish_deerhound,scottish_deerhound
314,scottish_deerhound,scottish_deerhound
315,scottish_deerhound,irish_wolfhound
316,scottish_deerhound,scottish_deerhound
317,scottish_deerhound,scottish_deerhound
318,scottish_deerhound,scottish_deerhound
319,scottish_deerhound,scottish_deerhound
320,scottish_deerhound,irish_wolfhound
321,scottish_deerhound,scottish_deerhound
322,scottish_deerhound,scottish_deerhound
323,scottish_deerhound,scottish_deerhound
324,scottish_deerhound,scottish_deerhound
325,scottish_deerhound,scottish_deerhound
326,scottish_deerhound,scottish_deerhound
327,scottish_deerhound,scottish_deerhound
328,scottish_deerhound,scottish_deerhound
329,scottish_deerhound,scottish_deerhound
330,scottish_deerhound,irish_wolfhound
331,scottish_deerhound,scottish_deerhound
332,scottish_deerhound,scottish_deerhound
333,scottish_deerhound,scottish_deerhound
334,scottish_deerhound,scottish_deerhound
335,scottish_deerhound,irish_terrier
336,scottish_deerhound,scottish_deerhound
337,scottish_deerhound,scottish_deerhound
338,scottish_deerhound,scottish_deerhound
339,scottish_deerhound,scottish_deerhound
340,scottish_deerhound,scottish_deerhound
341,scottish_deerhound,scottish_deerhound
342,scottish_deerhound,scottish_deerhound
343,scottish_deerhound,scottish_deerhound
344,scottish_deerhound,scottish_deerhound
345,scottish_deerhound,irish_terrier
346,scottish_deerhound,scottish_deerhound
347,scottish_deerhound,african_hunting_dog
348,scottish_deerhound,irish_wolfhound
349,scottish_deerhound,scottish_deerhound
350,scottish_deerhound,scottish_deerhound
351,scottish_deerhound,scottish_deerhound
352,scottish_deerhound,scottish_deerhound
353,scottish_deerhound,irish_wolfhound
354,scottish_deerhound,scottish_deerhound
355,scottish_deerhound,scottish_deerhound
356,scottish_deerhound,irish_wolfhound
357,scottish_deerhound,scottish_deerhound
358,scottish_deerhound,scottish_deerhound
359,scottish_deerhound,scottish_deerhound
360,scottish_deerhound,scottish_deerhound
361,scottish_deerhound,scottish_deerhound
362,scottish_deerhound,scottish_deerhound
363,scottish_deerhound,scottish_deerhound
364,scottish_deerhound,scottish_deerhound
365,scottish_deerhound,scottish_deerhound
366,scottish_deerhound,scottish_deerhound
367,scottish_deerhound,scottish_deerhound
368,scottish_deerhound,scottish_deerhound
369,scottish_deerhound,scottish_deerhound
370,scottish_deerhound,scottish_deerhound
371,scottish_deerhound,scottish_deerhound
372,scottish_deerhound,scottish_deerhound
373,scottish_deerhound,irish_wolfhound
374,scottish_deerhound,scottish_deerhound
375,scottish_deerhound,scottish_deerhound
376,scottish_deerhound,scottish_deerhound
377,scottish_deerhound,scottish_deerhound
378,scottish_deerhound,scottish_deerhound
379,scottish_deerhound,scottish_deerhound
380,scottish_deerhound,scottish_deerhound
381,scottish_deerhound,scottish_deerhound
382,scottish_deerhound,scottish_deerhound
383,scottish_deerhound,irish_wolfhound
384,scottish_deerhound,irish_wolfhound
385,scottish_deerhound,scottish_deerhound
386,scottish_deerhound,bedlington_terrier
387,scottish_deerhound,scottish_deerhound
388,scottish_deerhound,scottish_deerhound
389,scottish_deerhound,irish_wolfhound
390,scottish_deerhound,scottish_deerhound
391,scottish_deerhound,scottish_deerhound
392,scottish_deerhound,scottish_deerhound
393,scottish_deerhound,scottish_deerhound
394,scottish_deerhound,scottish_deerhound
395,scottish_deerhound,scottish_deerhound
396,scottish_deerhound,scottish_deerhound
397,scottish_deerhound,scottish_deerhound
398,scottish_deerhound,irish_wolfhound
399,scottish_deerhound,scottish_deerhound
400,scottish_deerhound,irish_wolfhound
401,scottish_deerhound,scottish_deerhound
402,scottish_deerhound,scottish_deerhound
403,scottish_deerhound,irish_wolfhound
404,scottish_deerhound,scottish_deerhound
405,scottish_deerhound,scottish_deerhound
406,scottish_deerhound,scottish_deerhound
407,scottish_deerhound,scottish_deerhound
408,scottish_deerhound,scottish_deerhound
409,scottish_deerhound,irish_wolfhound
410,scottish_deerhound,scottish_deerhound
411,scottish_deerhound,scottish_deerhound
412,scottish_deerhound,scottish_deerhound
413,scottish_deerhound,rhodesian_ridgeback
414,scottish_deerhound,scottish_deerhound
415,chesapeake_bay_retriever,chesapeake_bay_retriever
416,chesapeake_bay_retriever,chesapeake_bay_retriever
417,chesapeake_bay_retriever,chesapeake_bay_retriever
418,chesapeake_bay_retriever,labrador_retriever
419,chesapeake_bay_retriever,chesapeake_bay_retriever
420,chesapeake_bay_retriever,chesapeake_bay_retriever
421,chesapeake_bay_retriever,chesapeake_bay_retriever
422,chesapeake_bay_retriever,chesapeake_bay_retriever
423,chesapeake_bay_retriever,chesapeake_bay_retriever
424,chesapeake_bay_retriever,chesapeake_bay_retriever
425,chesapeake_bay_retriever,labrador_retriever
426,chesapeake_bay_retriever,staffordshire_bullterrier
427,chesapeake_bay_retriever,chesapeake_bay_retriever
428,chesapeake_bay_retriever,chesapeake_bay_retriever
429,chesapeake_bay_retriever,chesapeake_bay_retriever
430,chesapeake_bay_retriever,labrador_retriever
431,chesapeake_bay_retriever,weimaraner
432,chesapeake_bay_retriever,chesapeake_bay_retriever
433,chesapeake_bay_retriever,bloodhound
434,chesapeake_bay_retriever,chesapeake_bay_retriever
435,chesapeake_bay_retriever,chesapeake_bay_retriever
436,chesapeake_bay_retriever,chesapeake_bay_retriever
437,chesapeake_bay_retriever,chesapeake_bay_retriever
438,chesapeake_bay_retriever,chesapeake_bay_retriever
439,chesapeake_bay_retriever,chesapeake_bay_retriever
440,chesapeake_bay_retriever,chesapeake_bay_retriever
441,chesapeake_bay_retriever,african_hunting_dog
442,chesapeake_bay_retriever,chesapeake_bay_retriever
443,chesapeake_bay_retriever,chesapeake_bay_retriever
444,chesapeake_bay_retriever,chesapeake_bay_retriever
445,chesapeake_bay_retriever,chesapeake_bay_retriever
446,chesapeake_bay_retriever,weimaraner
447,chesapeake_bay_retriever,chesapeake_bay_retriever
448,chesapeake_bay_retriever,chesapeake_bay_retriever
449,chesapeake_bay_retriever,chesapeake_bay_retriever
450,chesapeake_bay_retriever,labrador_retriever
451,chesapeake_bay_retriever,chesapeake_bay_retriever
452,chesapeake_bay_retriever,chesapeake_bay_retriever
453,chesapeake_bay_retriever,weimaraner
454,chesapeake_bay_retriever,chesapeake_bay_retriever
455,chesapeake_bay_retriever,labrador_retriever
456,chesapeake_bay_retriever,chesapeake_bay_retriever
457,chesapeake_bay_retriever,chesapeake_bay_retriever
458,chesapeake_bay_retriever,chesapeake_bay_retriever
459,chesapeake_bay_retriever,chesapeake_bay_retriever
460,chesapeake_bay_retriever,chesapeake_bay_retriever
461,chesapeake_bay_retriever,chesapeake_bay_retriever
462,chesapeake_bay_retriever,chesapeake_bay_retriever
463,chesapeake_bay_retriever,chesapeake_bay_retriever
464,chesapeake_bay_retriever,chesapeake_bay_retriever
465,chesapeake_bay_retriever,chesapeake_bay_retriever
466,chesapeake_bay_retriever,bluetick
467,chesapeake_bay_retriever,labrador_retriever
468,chesapeake_bay_retriever,chesapeake_bay_retriever
469,chesapeake_bay_retriever,chesapeake_bay_retriever
470,chesapeake_bay_retriever,labrador_retriever
471,chesapeake_bay_retriever,bluetick
472,chesapeake_bay_retriever,doberman
473,chesapeake_bay_retriever,chesapeake_bay_retriever
474,chesapeake_bay_retriever,curly-coated_retriever
475,chesapeake_bay_retriever,chesapeake_bay_retriever
476,chesapeake_bay_retriever,chesapeake_bay_retriever
477,chesapeake_bay_retriever,chesapeake_bay_retriever
478,chesapeake_bay_retriever,rhodesian_ridgeback
479,chesapeake_bay_retriever,chesapeake_bay_retriever
480,chesapeake_bay_retriever,labrador_retriever
481,chesapeake_bay_retriever,cocker_spaniel
482,chesapeake_bay_retriever,chesapeake_bay_retriever
483,chesapeake_bay_retriever,chesapeake_bay_retriever
484,chesapeake_bay_retriever,curly-coated_retriever
485,chesapeake_bay_retriever,chesapeake_bay_retriever
486,chesapeake_bay_retriever,chesapeake_bay_retriever
487,chesapeake_bay_retriever,chesapeake_bay_retriever
488,chesapeake_bay_retriever,chesapeake_bay_retriever
489,chesapeake_bay_retriever,chesapeake_bay_retriever
490,chesapeake_bay_retriever,chesapeake_bay_retriever
491,chesapeake_bay_retriever,italian_greyhound
492,chesapeake_bay_retriever,chesapeake_bay_retriever
493,chesapeake_bay_retriever,labrador_retriever
494,chesapeake_bay_retriever,chesapeake_bay_retriever
495,chesapeake_bay_retriever,pug
496,chesapeake_bay_retriever,chesapeake_bay_retriever
497,chesapeake_bay_retriever,chesapeake_bay_retriever
498,chesapeake_bay_retriever,english_foxhound
499,chesapeake_bay_retriever,chesapeake_bay_retriever
500,chesapeake_bay_retriever,bull_mastiff
501,chesapeake_bay_retriever,chesapeake_bay_retriever
502,chesapeake_bay_retriever,labrador_retriever
503,chesapeake_bay_retriever,rhodesian_ridgeback
504,chesapeake_bay_retriever,chesapeake_bay_retriever
505,chesapeake_bay_retriever,chesapeake_bay_retriever
506,chesapeake_bay_retriever,chesapeake_bay_retriever
507,chesapeake_bay_retriever,chesapeake_bay_retriever
508,chesapeake_bay_retriever,chesapeake_bay_retriever
509,chesapeake_bay_retriever,labrador_retriever
510,chesapeake_bay_retriever,chesapeake_bay_retriever
511,chesapeake_bay_retriever,chesapeake_bay_retriever
512,chesapeake_bay_retriever,chesapeake_bay_retriever
513,chesapeake_bay_retriever,chesapeake_bay_retriever
514,chesapeake_bay_retriever,chesapeake_bay_retriever
515,chesapeake_bay_retriever,rhodesian_ridgeback
516,chesapeake_bay_retriever,chesapeake_bay_retriever
517,chesapeake_bay_retriever,rhodesian_ridgeback
518,chesapeake_bay_retriever,chesapeake_bay_retriever
519,chesapeake_bay_retriever,labrador_retriever
520,chesapeake_bay_retriever,chesapeake_bay_retriever
521,chesapeake_bay_retriever,flat-coated_retriever
522,chesapeake_bay_retriever,chesapeake_bay_retriever
523,chesapeake_bay_retriever,chesapeake_bay_retriever
524,chesapeake_bay_retriever,chesapeake_bay_retriever
525,chesapeake_bay_retriever,labrador_retriever
526,chesapeake_bay_retriever,chesapeake_bay_retriever
527,chesapeake_bay_retriever,chesapeake_bay_retriever
528,chesapeake_bay_retriever,bloodhound
529,chesapeake_bay_retriever,curly-coated_retriever
530,chesapeake_bay_retriever,chesapeake_bay_retriever
531,chesapeake_bay_retriever,chesapeake_bay_retriever
532,chesapeake_bay_retriever,chesapeake_bay_retriever
533,chesapeake_bay_retriever,rhodesian_ridgeback
534,chesapeake_bay_retriever,labrador_retriever
535,chesapeake_bay_retriever,chesapeake_bay_retriever
536,chesapeake_bay_retriever,labrador_retriever
537,chesapeake_bay_retriever,chesapeake_bay_retriever
538,chesapeake_bay_retriever,chesapeake_bay_retriever
539,chesapeake_bay_retriever,irish_terrier
540,chesapeake_bay_retriever,rhodesian_ridgeback
541,chesapeake_bay_retriever,chesapeake_bay_retriever
542,chesapeake_bay_retriever,chesapeake_bay_retriever
543,chesapeake_bay_retriever,chesapeake_bay_retriever
544,chesapeake_bay_retriever,weimaraner
545,chesapeake_bay_retriever,chesapeake_bay_retriever
546,chesapeake_bay_retriever,chesapeake_bay_retriever
547,chesapeake_bay_retriever,chesapeake_bay_retriever
548,chesapeake_bay_retriever,chesapeake_bay_retriever
549,chesapeake_bay_retriever,labrador_retriever
550,chesapeake_bay_retriever,weimaraner
551,chesapeake_bay_retriever,chesapeake_bay_retriever
552,chesapeake_bay_retriever,pug
553,chesapeake_bay_retriever,labrador_retriever
554,chesapeake_bay_retriever,chesapeake_bay_retriever
555,chesapeake_bay_retriever,curly-coated_retriever
556,chesapeake_bay_retriever,labrador_retriever
557,chesapeake_bay_retriever,boxer
558,chesapeake_bay_retriever,rhodesian_ridgeback
559,chesapeake_bay_retriever,chesapeake_bay_retriever
560,chesapeake_bay_retriever,chesapeake_bay_retriever
561,chesapeake_bay_retriever,chesapeake_bay_retriever
562,chesapeake_bay_retriever,vizsla
563,chesapeake_bay_retriever,chesapeake_bay_retriever
564,chesapeake_bay_retriever,chesapeake_bay_retriever
565,chesapeake_bay_retriever,pug
566,chesapeake_bay_retriever,chesapeake_bay_retriever
567,chesapeake_bay_retriever,chesapeake_bay_retriever
568,chesapeake_bay_retriever,chesapeake_bay_retriever
569,chesapeake_bay_retriever,chesapeake_bay_retriever
570,chesapeake_bay_retriever,chesapeake_bay_retriever
571,chesapeake_bay_retriever,chesapeake_bay_retriever
572,chesapeake_bay_retriever,siberian_husky
573,chesapeake_bay_retriever,chesapeake_bay_retriever
574,chesapeake_bay_retriever,labrador_retriever
575,chesapeake_bay_retriever,chesapeake_bay_retriever
576,chesapeake_bay_retriever,chesapeake_bay_retriever
577,chesapeake_bay_retriever,chesapeake_bay_retriever
578,chesapeake_bay_retriever,chesapeake_bay_retriever
579,chesapeake_bay_retriever,labrador_retriever
580,chesapeake_bay_retriever,chesapeake_bay_retriever
581,chesapeake_bay_retriever,chesapeake_bay_retriever
582,ibizan_hound,ibizan_hound
583,ibizan_hound,ibizan_hound
584,ibizan_hound,ibizan_hound
585,ibizan_hound,ibizan_hound
586,ibizan_hound,great_dane
587,ibizan_hound,ibizan_hound
588,ibizan_hound,ibizan_hound
589,ibizan_hound,ibizan_hound
590,ibizan_hound,ibizan_hound
591,ibizan_hound,whippet
592,ibizan_hound,ibizan_hound
593,ibizan_hound,whippet
594,ibizan_hound,whippet
595,ibizan_hound,kelpie
596,ibizan_hound,ibizan_hound
597,ibizan_hound,ibizan_hound
598,ibizan_hound,whippet
599,ibizan_hound,ibizan_hound
600,ibizan_hound,ibizan_hound
601,ibizan_hound,doberman
602,ibizan_hound,whippet
603,ibizan_hound,ibizan_hound
604,ibizan_hound,ibizan_hound
605,ibizan_hound,ibizan_hound
606,ibizan_hound,ibizan_hound
607,ibizan_hound,ibizan_hound
608,ibizan_hound,ibizan_hound
609,ibizan_hound,ibizan_hound
610,ibizan_hound,ibizan_hound
611,ibizan_hound,italian_greyhound
612,ibizan_hound,whippet
613,ibizan_hound,whippet
614,ibizan_hound,ibizan_hound
615,ibizan_hound,toy_terrier
616,ibizan_hound,borzoi
617,ibizan_hound,whippet
618,ibizan_hound,whippet
619,ibizan_hound,whippet
620,ibizan_hound,whippet
621,ibizan_hound,whippet
622,ibizan_hound,ibizan_hound
623,ibizan_hound,whippet
624,ibizan_hound,italian_greyhound
625,ibizan_hound,whippet
626,ibizan_hound,ibizan_hound
627,ibizan_hound,ibizan_hound
628,ibizan_hound,whippet
629,ibizan_hound,ibizan_hound
630,ibizan_hound,whippet
631,ibizan_hound,whippet
632,ibizan_hound,ibizan_hound
633,ibizan_hound,ibizan_hound
634,ibizan_hound,ibizan_hound
635,ibizan_hound,whippet
636,ibizan_hound,whippet
637,ibizan_hound,ibizan_hound
638,ibizan_hound,ibizan_hound
639,ibizan_hound,ibizan_hound
640,ibizan_hound,german_shepherd
641,ibizan_hound,ibizan_hound
642,ibizan_hound,whippet
643,ibizan_hound,whippet
644,ibizan_hound,ibizan_hound
645,ibizan_hound,ibizan_hound
646,ibizan_hound,ibizan_hound
647,ibizan_hound,ibizan_hound
648,ibizan_hound,ibizan_hound
649,ibizan_hound,ibizan_hound
650,ibizan_hound,ibizan_hound
651,ibizan_hound,whippet
652,ibizan_hound,ibizan_hound
653,ibizan_hound,ibizan_hound
654,ibizan_hound,whippet
655,ibizan_hound,ibizan_hound
656,ibizan_hound,whippet
657,ibizan_hound,ibizan_hound
658,ibizan_hound,ibizan_hound
659,ibizan_hound,ibizan_hound
660,ibizan_hound,italian_greyhound
661,ibizan_hound,doberman
662,ibizan_hound,basenji
663,ibizan_hound,ibizan_hound
664,ibizan_hound,ibizan_hound
665,ibizan_hound,whippet
666,ibizan_hound,italian_greyhound
667,ibizan_hound,whippet
668,ibizan_hound,kelpie
669,ibizan_hound,ibizan_hound
670,ibizan_hound,ibizan_hound
671,ibizan_hound,whippet
672,ibizan_hound,ibizan_hound
673,ibizan_hound,ibizan_hound
674,ibizan_hound,ibizan_hound
675,ibizan_hound,ibizan_hound
676,ibizan_hound,ibizan_hound
677,ibizan_hound,great_dane
678,ibizan_hound,whippet
679,ibizan_hound,ibizan_hound
680,ibizan_hound,whippet
681,ibizan_hound,whippet
682,ibizan_hound,ibizan_hound
683,ibizan_hound,ibizan_hound
684,ibizan_hound,toy_terrier
685,ibizan_hound,ibizan_hound
686,ibizan_hound,ibizan_hound
687,ibizan_hound,whippet
688,ibizan_hound,ibizan_hound
689,ibizan_hound,ibizan_hound
690,ibizan_hound,ibizan_hound
691,ibizan_hound,ibizan_hound
692,ibizan_hound,ibizan_hound
693,ibizan_hound,italian_greyhound
694,ibizan_hound,ibizan_hound
695,ibizan_hound,dingo
696,ibizan_hound,ibizan_hound
697,ibizan_hound,ibizan_hound
698,ibizan_hound,ibizan_hound
699,ibizan_hound,ibizan_hound
700,ibizan_hound,whippet
